seqno,type,city,countycode,name,address,number,localcallservice
1037,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和立德店,235新北市中和區積穗里中正路１１９６號,F000416,02-82571522
1038,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和安邦店,235新北市中和區圓通路１６９號,F000830,02-82571522
1039,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和安陽店,235新北市中和區安順里宜安路２５號一樓,F000660,02-82571522
1040,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和自強店,235新北市中和區莒光路１３１號,F000531,02-82571522
1041,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和汾陽店,235新北市中和區水源路８１巷１６弄１８－１號１樓,F000570,02-82571522
1042,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和秀山店,235新北市中和區立人街６５號，６７號,F000800,02-82571522
1043,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和秀福店,235新北市中和區秀朗路三段５２號,F000681,02-82571522
1044,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和秀鴻店,235新北市中和區中山路二段二巷４５弄２號１樓,F000663,02-82571522
1045,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和佳和店,235新北市中和區中山路二段１３４號,F000525,02-82571522
1046,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和和平店,235新北市中和區和平街５６號１樓；５４巷１弄１號１樓,F000586,02-82571522
1047,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和和連店,235新北市中和區建和里連城路２６５巷１號一樓,F000478,02-82571522
1048,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和和隆店,235新北市中和區華新街１０９巷５號１樓,F000308,02-82571522
1049,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和和潤店,235新北市中和區永和路２４號,F000747,02-82571522
1050,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和和興店,235新北市中和區中正路１１號，１３號,F000475,02-82571522
1051,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和忠孝店,235新北市中和區忠孝街３９之１號,F000406,02-82571522
1052,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和信義店,235新北市中和區興南路一段６３號,F000632,02-82571522
1053,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和保健店,235新北市中和區保健路１７號,F000314,02-82571522
1054,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和南勢角店,235新北市中和區南山路３９９巷１０號１樓,F000364,02-82571522
1055,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和南園店,235新北市中和區景平路２９６號２９８號３００號１樓,F000766,02-82571522
1056,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和城邦店,235新北市中和區力行里連勝街５５號１樓,F000647,02-82571522
1057,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和建陽店,235新北市中和區保健路４２－３號１樓,F000812,02-82571522
1058,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和建業店,235新北市中和區立德街１８９號１樓,F000899,02-82571522
1059,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和美勝店,235新北市中和區莊敬路３５號１樓,F000828,02-82571522
1060,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和凌雲店,235新北市中和區圓通路３６７巷２號,F000633,02-82571522
1061,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和員山店,235新北市中和區員山路３２５之５號１Ｆ＆地下室,F000678,02-82571522
1062,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和偉德店,235新北市中和區民生街８５巷１弄２號１樓,F000664,02-82571522
1063,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和國興店,235新北市中和區國華里國光街１１０號一樓,F000319,02-82571522
1064,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和連勝店,235新北市中和區連城路２３１號１樓及２樓,F000548,02-82571522
1065,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和連福店,235新北市中和區連城路３９１號，３９３號,F000515,02-82571522
1066,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和連興店,235新北市中和區連城路５２５號，５２５之１號,F000410,02-82571522
1067,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和都會店,235新北市中和區景平路４３１巷２＆６號１樓,F000361,02-82571522
1068,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和勝平店,235新北市中和區景平路５１７、５１９號１樓,F000910,02-82571522
1069,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和景平店,235新北市中和區景平路４７８號,F000466,02-82571522
1070,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和景秀店,235新北市中和區景平路７１—２號,F000640,02-82571522
1071,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和景欣店,235新北市中和區景本里景新街３８５號，３８５號之１,F000669,02-82571522
1072,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和景德店,235新北市中和區景平路１１１巷６０弄５４號，５６號,F000789,02-82571522
1073,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和智山店,235新北市中和區自立路３８－１號１樓,F000330,02-82571522
1074,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和華山店,235新北市中和區南華路６５號１樓,F000620,02-82571522
1075,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和華中店,235新北市中和區永和路９２號１樓,F000825,02-82571522
1076,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和華夏店,235新北市中和區華新街２０２號，２０４號,F000833,02-82571522
1077,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和華順店,235新北市中和區華順街５９號１樓,F000704,02-82571522
1078,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和華福店,235新北市中和區華順街１１７號，１１９號,F000824,02-82571522
1079,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和萊陽店,235新北市中和區瓦嗂里光華街１號３號一樓,F000801,02-82571522
1080,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和圓通店,235新北市中和區圓通路３０７之５號３３５巷１弄２７號,F000915,02-82571522
1081,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和新平店,235新北市中和區景新街２６５、２６７號,F000822,02-82571522
1082,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和新生店,235新北市中和區新生街１３２號,F000895,02-82571522
1083,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和新興店,235新北市中和區興南路二段３６號,F000658,02-82571522
1084,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和嘉慶店,235新北市中和區員山路１４１號１樓,F000783,02-82571522
1085,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和壽德店,235新北市中和區壽德街２３號,F000289,02-82571522
1086,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和漳和店,235新北市中和區中和路３０號,F000771,02-82571522
1087,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和漢陽店,235新北市中和區瑞穗里中山路三段１７２號１樓,F000808,02-82571522
1088,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和福山店,235新北市中和區秀福里自立路１７號一樓,F000746,02-82571522
1089,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和福后店,235新北市中和區連成路４６９巷１９號１樓,F000421,02-82571522
1090,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和福多店,235新北市中和區錦和路１７０號１樓,F000374,02-82571522
1091,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和福朋店,235新北市中和區中正路６３３號,F000881,02-82571522
1092,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和福真店,235新北市中和區景平路７０１、７０１之１號２樓,F000568,02-82571522
1093,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和維新店,235新北市中和區仁愛街９５號、９５之１號,F000734,02-82571522
1094,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和遠建店,235新北市中和區建一路１７６號１樓,F000299,02-82571522
1095,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和廣場店,235新北市中和區平河里中正路７１２號一樓,F000676,02-82571522
1096,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和廣學店,235新北市中和區廣福路５８號,F000792,02-82571522
1097,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和德行店,235新北市中和區圓通路２６７號,F000317,02-82571522
1098,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和德穗店,235新北市中和區德光路２４．２６號１樓,F000786,02-82571522
1099,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和摩天店,235新北市中和區景平路１８２號１樓,F000639,02-82571522
1100,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和橋和店,235新北市中和區橋和路１５２號，１５６號,F000544,02-82571522
1101,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和興南店,235新北市中和區興南路一段９１號,F000492,02-82571522
1102,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和錦中店,235新北市中和區錦中里錦和路３５６號１樓,F000293,02-82571522
1103,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和錦和店,235新北市中和區圓通路３９１之７號,F000408,02-82571522
1104,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和環球店,235新北市中和區中山路三段１２０之１１號,F000341,02-82571522
1105,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-中和鎮陽店,235新北市中和區德行里中正路１６７巷１８號一樓,F000510,02-82571522
1106,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股工商店,248新北市五股區五股村工商路８１號及８３號,F000880,02-29029199
1107,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股五義店,248新北市五股區工商路２０３號１樓,F000399,02-29029199
1108,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股五福店,248新北市五股區五福村五福路２４號,F000646,02-29029199
1109,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股五權店,248新北市五股區五工五路３４號,F000339,02-29029199
1110,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股六福店,248新北市五股區五福路７０號１樓,F000337,02-29029199
1111,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股水碓店,248新北市五股區成泰路一段７巷２１號、２３號１樓,F000717,02-29029199
1112,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股民義店,248新北市五股區民義路二段１６號１樓,F000820,02-29029199
1113,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股成泰店,248新北市五股區成泰路三段５７７巷１３８號１樓,F000312,02-29029199
1114,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股西雲店,248新北市五股區西雲路１８９號，１８９號之１,F000513,02-29029199
1115,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股凌雲店,248新北市五股區凌雲路一段８１號,F000751,02-29029199
1116,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股高亞店,248新北市五股區興珍村中興路一段１４２號１４２之１號一,F000848,02-29029199
1117,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股清水店,248新北市五股區成泰路四段１８號,F000675,02-29029199
1118,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股登林店,248新北市五股區登林路１００之７號,F000863,02-29029199
1119,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股貿商店,248新北市五股區自強路１５４號１樓,F000328,02-29029199
1120,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股維興店,248新北市五股區四維路７８號．８０號１樓,F000580,02-29029199
1121,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-五股德音店,248新北市五股區水碓路１０號，１０號之１，一樓,F000285,02-29029199
1122,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和大福店,234新北市永和區中正路６０８．６１０．６１０之１號,F000411,02-82571522
1123,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和仁和店,234新北市永和區仁愛路３３號,F000587,02-82571522
1124,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和仁愛店,234新北市永和區仁愛路１０３、１０５號,F000867,02-82571522
1125,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和文化店,234新北市永和區文化路１８，２０，２２號１樓,F000535,02-82571522
1126,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和市竹店,234新北市永和區竹林路２０６號１樓,F000721,02-82571522
1127,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和正中店,234新北市永和區中正路２８４號,F000482,02-82571522
1128,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永元店,234新北市永和區秀林里秀朗路二段１２６巷３０號永元路５,F000810,02-82571522
1129,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永平店,234新北市永和區永平路２３２號,F000637,02-82571522
1130,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永亨店,234新北市永和區永亨路６６號１樓,F000366,02-82571522
1131,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永和店,234新北市永和區中正路４１４號１樓,F000331,02-82571522
1132,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永林店,234新北市永和區竹林路３７號,F000862,02-82571522
1133,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和永福店,234新北市永和區永和路一段９３號,F000459,02-82571522
1134,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和田單店,234新北市永和區成功路二段１５７號１樓,F000351,02-82571522
1135,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和光復店,234新北市永和區光復街４號,F000504,02-82571522
1136,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和秀成店,234新北市永和區成功路一段１３７，１３９號,F000814,02-82571522
1137,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和秀和店,234新北市永和區秀朗路一段７８號,F000528,02-82571522
1138,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和秀朗店,234新北市永和區得和路４２０號,F000276,02-82571522
1139,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和保平店,234新北市永和區永貞路３５４號，３５６號,F000615,02-82571522
1140,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和保福店,234新北市永和區仁愛路１６２號，保福路二段９５號,F000661,02-82571522
1141,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和紐約店,234新北市永和區保順里仁愛路３０６巷３３號一樓,F000641,02-82571522
1142,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和耕莘店,234新北市永和區中興街９５號１樓,F000403,02-82571522
1143,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和國艷店,234新北市永和區民樂街３９巷２號１樓,F000882,02-82571522
1144,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和得和店,234新北市永和區得和路３７２號,F000614,02-82571522
1145,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和御林店,234新北市永和區竹林路２１３巷４４號１樓,F000470,02-82571522
1146,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和教士店,234新北市永和區民生路２４號１樓,F000855,02-82571522
1147,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和頂溪店,234新北市永和區復興街３號,F000790,02-82571522
1148,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和勝田店,234新北市永和區永貞路３９１號１樓,F000636,02-82571522
1149,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和復興店,234新北市永和區秀朗路一段１８６號１Ｆ,F000846,02-82571522
1150,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和超富店,234新北市永和區國中路１４８號１樓,F000334,02-82571522
1151,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和雷霆店,234新北市永和區福和路３１１．３１３號１樓,F000797,02-82571522
1152,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和福和店,234新北市永和區福和路１７３．１７５號,F000509,02-82571522
1153,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和維源店,234新北市永和區水源街３９巷２號,F000794,02-82571522
1154,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和樂新店,234新北市永和區大新街１８號１樓,F000298,02-82571522
1155,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和環東店,234新北市永和區環河東路一段１２２號，１２４號,F000705,02-82571522
1156,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和環河店,234新北市永和區環河西路二段２１９號，２２１號,F000803,02-82571522
1157,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和騎士店,234新北市永和區民權路５３號１樓,F000616,02-82571522
1158,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-永和羅鄰店,234新北市永和區保平路２６８巷２５號１樓,F000788,02-82571522
1159,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-石碇華梵店,223新北市石碇區華梵路１號,F000394,02-87732988
1160,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止力行店,221新北市汐止區力行街１號,F000874,02-87732988
1161,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止大同店,221新北市汐止區大同路三段２６９，２７１號,F000372,02-87732988
1162,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止日月光店,221新北市汐止區康寧街７４７號．７４９號,F000332,02-87732988
1163,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止水蓮店,221新北市汐止區湖前街１１０巷９７弄２４號Ｂ１之７,F000370,02-87732988
1164,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止宏國店,221新北市汐止區大同路２段２８３號,F000367,02-87732988
1165,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止秀峰店,221新北市汐止區忠孝東路２２８號,F000412,02-87732988
1166,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止亞太二店,221新北市汐止區新臺五路一段８２至１１６號、Ｄ８—２號,F000369,02-87732988
1167,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止亞太店,221新北市汐止區新臺五路一段９６號Ｃ棟,F000355,02-87732988
1168,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止宜興店,221新北市汐止區宜興街１２號,F000346,02-87732988
1169,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止明峰店,221新北市汐止區金龍里明峰街１６０號一樓,F000438,02-87732988
1170,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止青山店,221新北市汐止區新臺五路一段２１２號；２１２之１號,F000303,02-87732988
1171,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止建安店,221新北市汐止區建成路５９巷９號．１５號,F000879,02-87732988
1172,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止建成店,221新北市汐止區建成路５７巷２號、６號１樓,F000624,02-87732988
1173,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止茄苳店,221新北市汐止區崇德里茄苳路８４號、８６號１樓,F000474,02-87732988
1174,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止桂冠店,221新北市汐止區水源路二段３４號,F000420,02-87732988
1175,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止站前店,221新北市汐止區南昌街１６號,F000368,02-87732988
1176,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止康湖店,221新北市汐止區康寧街１４１巷４１號,F000358,02-87732988
1177,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止康寧店,221新北市汐止區康寧街１６９巷２３號１樓,F000601,02-87732988
1178,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止莊敬店,221新北市汐止區莊敬街１３９號,F000423,02-87732988
1179,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止新忠孝店,221新北市汐止區忠孝東路２５８號,F000329,02-87732988
1180,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止新興店,221新北市汐止區新興路２１及２３號,F000409,02-87732988
1181,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止農會店,221新北市汐止區中正路１０６號１樓,F000872,02-87732988
1182,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止遠科店,221新北市汐止區新臺五路一段７５號Ｂ１,F000356,02-87732988
1183,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止樟中店,221新北市汐止區樟樹一路１２７號１樓,F000829,02-87732988
1184,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止樟福店,221新北市汐止區樟樹一路２２０號,F000371,02-87732988
1185,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止樟樹店,221新北市汐止區樟樹二路２７９號，２８１號一樓,F000653,02-87732988
1186,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止樟興店,221新北市汐止區樟樹一路１６號，１８號,F000768,02-87732988
1187,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止興福店,221新北市汐止區福德二路１３４號,F000770,02-87732988
1188,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-汐止龍安店,221新北市汐止區大同路二段１８４巷１１號,F000452,02-87732988
1189,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口工六店,244新北市林口區東林村工六路７８號,F000494,02-29029199
1190,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口中正店,244新北市林口區中正路２６６號,F000804,02-29029199
1191,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口中林店,244新北市林口區林口路１號,F000897,02-29029199
1192,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口竹林店,244新北市林口區林口路１２６號１Ｆ,F000725,02-29029199
1193,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口忠孝店,244新北市林口區忠孝路６０１號,F000856,02-29029199
1194,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口高中店,244新北市林口區西林村仁愛路二段１６２號、１６４號１樓,F000757,02-29029199
1195,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口國宅店,244新北市林口區麗園一街４巷１號１之４,F000688,02-29029199
1196,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口菁埔店,244新北市林口區仁愛路一段２９２號,F000592,02-29029199
1197,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口隆林店,244新北市林口區文化二路二段９０．９２號,F000304,02-29029199
1198,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口新林店,244新北市林口區忠孝路１２８＆１３０號１樓,F000427,02-29029199
1199,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口新都店,244新北市林口區文化三路一段５５７號．５５９號１樓,F000283,02-29029199
1200,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口僑大店,244新北市林口區中正路３９號,F000537,02-29029199
1201,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口醒吾店,244新北市林口區粉寮路７號,F000439,02-29029199
1202,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-林口麗林店,244新北市林口區中山路５２２號１樓,F000488,02-29029199
1203,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋三民店,220新北市板橋區三民路二段２０３之９號,F000457,02-82571522
1204,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋千甲店,220新北市板橋區溪北里溪崑二街２６號一樓,F000894,02-29029199
1205,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大仁店,220新北市板橋區大仁街１０８之１號,F000523,02-82571522
1206,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大安店,220新北市板橋區大觀路二段３７巷３９號１樓,F000296,02-82571522
1207,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大庭店,220新北市板橋區中正路１９１號,F000458,02-82571522
1208,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大隆店,220新北市板橋區福星里忠孝路５０號一樓,F000817,02-82571522
1209,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大萬店,220新北市板橋區萬板路３２號１樓,F000333,02-82571522
1210,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋大豐店,220新北市板橋區重慶路２７８之１號,F000422,02-82571522
1211,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋中勝店,220新北市板橋區林園街２號,F000827,02-82571522
1212,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋介壽店,220新北市板橋區介壽里介壽街２０號１樓,F000288,02-82571522
1213,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋公園店,220新北市板橋區金門街２０６＆２０８號１樓,F000857,02-29029199
1214,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋文化店,220新北市板橋區文化路一段２８０號,F000760,02-82571522
1215,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋文生店,220新北市板橋區華江里民生路二段２２８號一樓,F000643,02-82571522
1216,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋文聖店,220新北市板橋區文聖街１５７號,F000687,02-82571522
1217,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋四維店,220新北市板橋區四維路１８０號,F000876,02-82571522
1218,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋正光店,220新北市板橋區中正路３７７之１號，３７７之２號,F000837,02-82571522
1219,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋正隆店,220新北市板橋區正泰里三民路二段正隆巷３４號一樓,F000443,02-82571522
1220,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋民生店,220新北市板橋區民生路三段２４號，２６號．２８號一樓,F000590,02-82571522
1221,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋民族店,220新北市板橋區民族路６１號,F000780,02-82571522
1222,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋民權店,220新北市板橋區民權路２０４號,F000326,02-82571522
1223,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋永炘店,220新北市板橋區光武街３４號,F000611,02-82571522
1224,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋光仁店,220新北市板橋區中山路二段２３號,F000534,02-82571522
1225,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋光芒店,220新北市板橋區莒光路４２號,F000281,02-82571522
1226,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋光復店,220新北市板橋區中山路二段５０３號１樓,F000497,02-82571522
1227,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋光華店,220新北市板橋區光華街３號,F000878,02-82571522
1228,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋再興店,220新北市板橋區南雅南路一段７號１樓,F000350,02-82571522
1229,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋江翠店,220新北市板橋區懷德街１２７巷１，３號１Ｆ,F000806,02-82571522
1230,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋西華店,220新北市板橋區南雅西路二段１７０號,F000909,02-82571522
1231,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋佑昇店,220新北市板橋區湳興里南雅南路一段６０號一樓,F000619,02-82571522
1232,連鎖型綠色商店,新北市,65000,全家便利商店股份有限公司-板橋甫華店,220新北市板橋區新生街２７號１樓,F000260,02-82571522
